time,open,high,low,close,volume
2026-09-03T17:30:00+00:00,577.8257702257131,578.082834510067,577.7112562617643,577.9683205461181,283046
2026-09-03T17:35:00+00:00,577.9683205461181,578.111702148374,577.720992173425,577.8643737756809,261247
2026-09-03T17:40:00+00:00,577.8643737756809,578.084631058889,577.8183761460281,578.0386334292363,275672
2026-09-03T17:45:00+00:00,578.0386334292363,578.1801246137009,577.9092039590328,578.0506951434973,301785
2026-09-03T17:50:00+00:00,578.0506951434973,578.2040505583285,577.8485488050711,578.0019042199023,181019
2026-09-03T17:55:00+00:00,578.0019042199023,578.1033063076998,577.7309837411334,577.8323858289309,350359
2026-09-03T18:00:00+00:00,577.8323858289309,577.950229899185,577.6540002503606,577.7718443206146,246025
2026-09-03T18:05:00+00:00,577.7718443206146,578.0435069907462,577.6865170375252,577.9581797076568,279108
2026-09-03T18:10:00+00:00,577.9581797076568,578.0815833808236,577.8677681529272,577.9911718260942,257261
2026-09-03T18:15:00+00:00,577.9911718260942,578.3703021009035,577.8810514615697,578.260181736379,256755
2026-09-03T18:20:00+00:00,578.260181736379,578.617568255033,578.1595817816392,578.5169683002932,206073
2026-09-03T18:25:00+00:00,578.5169683002932,578.6352602976608,578.333036544541,578.4513285419085,329601
2026-09-03T18:30:00+00:00,578.4513285419085,578.6968357204553,578.407593712065,578.6531008906118,207951
2026-09-03T18:35:00+00:00,578.6531008906118,578.7385467831087,578.4974381672823,578.5828840597793,302585
2026-09-03T18:40:00+00:00,578.5828840597793,578.7886630938041,578.4622641864627,578.6680432204874,263973
2026-09-03T18:45:00+00:00,578.6680432204874,578.746838498849,578.6127561853472,578.6915514637087,390034
2026-09-03T18:50:00+00:00,578.6915514637087,578.9255376459013,578.6120813773375,578.8460675595301,304813
2026-09-03T18:55:00+00:00,578.8460675595301,578.9977361393251,578.6116590681825,578.7633276479775,370118
2026-09-03T19:00:00+00:00,578.7633276479775,578.9462698714915,578.6818486024835,578.8647908259974,333870
2026-09-03T19:05:00+00:00,578.8647908259974,579.0448281895314,578.7962980697498,578.9763354332838,305827
2026-09-03T19:10:00+00:00,578.9763354332838,579.086817909007,578.8803407523947,578.990823228118,415491
2026-09-03T19:15:00+00:00,578.990823228118,579.0710880782202,578.8680774862881,578.9483423363904,366600
2026-09-03T19:20:00+00:00,578.9483423363904,579.1373713139525,578.9052986853886,579.0943276629508,259181
2026-09-03T19:25:00+00:00,579.0943276629508,579.397397197375,579.0387932148024,579.3418627492266,353412
2026-09-03T19:30:00+00:00,579.3418627492266,579.6721908813897,579.2336930947146,579.5640212268778,389567
2026-09-03T19:35:00+00:00,579.5640212268778,579.76819236759,579.5155314390639,579.7197025797761,282741
2026-09-03T19:40:00+00:00,579.7197025797761,580.0271003859781,579.6204364677245,579.9278342739265,258975
2026-09-03T19:45:00+00:00,579.9278342739265,580.0340914278125,579.7124765846958,579.8187337385818,413265
2026-09-03T19:50:00+00:00,579.8187337385818,580.065378881671,579.7444559673381,579.9911011104273,418250
2026-09-03T19:55:00+00:00,579.9911011104273,580.1299226074483,579.6284849613958,579.7673064584168,371173
2026-09-04T13:30:00+00:00,579.0901048134951,579.2296572534289,578.9262626856445,579.0658151255782,371110
2026-09-04T13:35:00+00:00,579.0658151255782,579.2798774196752,578.9190135333637,579.1330758274609,354257
2026-09-04T13:40:00+00:00,579.1330758274609,579.2253243575191,578.8753238948628,578.9675724249211,417001
2026-09-04T13:45:00+00:00,578.9675724249211,579.1846857234138,578.8353229738825,579.0524362723753,277362
2026-09-04T13:50:00+00:00,579.0524362723753,579.2566682513407,578.9415100649426,579.145742043908,432264
2026-09-04T13:55:00+00:00,579.145742043908,579.255301877279,579.0056316633844,579.1151914967553,323331
2026-09-04T14:00:00+00:00,579.1151914967553,579.2648468929309,578.945259675074,579.0949150712496,297333
2026-09-04T14:05:00+00:00,579.0949150712496,579.1951325748128,578.9181491876982,579.0183666912613,312756
2026-09-04T14:10:00+00:00,579.0183666912613,579.206245302655,578.9319466772473,579.119825288641,401640
2026-09-04T14:15:00+00:00,579.119825288641,579.3727373714465,579.0440141449469,579.2969262277526,260881
2026-09-04T14:20:00+00:00,579.2969262277526,579.5178862811687,579.222007083786,579.442967137202,245231
2026-09-04T14:25:00+00:00,579.442967137202,579.7933584561742,579.3843706699816,579.7347619889538,339189
2026-09-04T14:30:00+00:00,579.7347619889538,579.8704437189962,579.6574632103511,579.7931449403936,390381
2026-09-04T14:35:00+00:00,579.7931449403936,580.1345298806334,579.6928923057285,580.0342772459683,301253
2026-09-04T14:40:00+00:00,580.0342772459683,580.1620263539987,579.7955559076339,579.9233050156644,269108
2026-09-04T14:45:00+00:00,579.9233050156644,580.2500165485998,579.8147283826138,580.1414399155492,280466
2026-09-04T14:50:00+00:00,580.1414399155492,580.2095477584903,580.014600108389,580.0827079513301,226995
2026-09-04T14:55:00+00:00,580.0827079513301,580.2203480142672,579.809902476435,579.947542539372,279629
2026-09-04T15:00:00+00:00,579.947542539372,580.015731255278,579.8984085308259,579.9665972467318,313523
2026-09-04T15:05:00+00:00,579.9665972467318,580.054184045236,579.8151436350511,579.9027304335551,348637
2026-09-04T15:10:00+00:00,579.9027304335551,580.0483838914902,579.6218675337334,579.7675209916684,211762
2026-09-04T15:15:00+00:00,579.7675209916684,580.0838913893535,579.6253932964304,579.9417636941155,238769
2026-09-04T15:20:00+00:00,579.9417636941155,580.0840058445052,579.7725386441243,579.9147807945141,237347
2026-09-04T15:25:00+00:00,579.9147807945141,579.9801560832022,579.6691832798657,579.7345585685539,239434
2026-09-04T15:30:00+00:00,579.7345585685539,579.9331206502048,579.6496115535359,579.8481736351869,369128
2026-09-04T15:35:00+00:00,579.8481736351869,579.983101489405,579.6066932402088,579.7416210944269,284036
2026-09-04T15:40:00+00:00,579.7416210944269,579.9062577172292,579.5920664892272,579.7567031120295,261342
2026-09-04T15:45:00+00:00,579.7567031120295,580.1167993926995,579.6398268671588,579.9999231478288,197889
2026-09-04T15:50:00+00:00,579.9999231478288,580.1064738241485,579.7940600472217,579.9006107235414,328017
2026-09-04T15:55:00+00:00,579.9006107235414,580.1639883095012,579.7849130809687,580.0482906669286,257003
2026-09-04T16:00:00+00:00,580.0482906669286,580.1965911489885,579.7771401203931,579.9254406024531,269803
2026-09-04T16:05:00+00:00,579.9254406024531,580.0465723122105,579.6239957539672,579.7451274637245,350621
2026-09-04T16:10:00+00:00,579.7451274637245,580.109596233476,579.5935293433587,579.9579981131101,225568
2026-09-04T16:15:00+00:00,579.9579981131101,580.0389324141621,579.6508456692861,579.731779970338,164053
2026-09-04T16:20:00+00:00,579.731779970338,579.7910944761035,579.4720386080559,579.5313531138213,276168
2026-09-04T16:25:00+00:00,579.5313531138213,579.5993219999339,579.4613906063829,579.5293594924955,286972
2026-09-04T16:30:00+00:00,579.5293594924955,579.6220897993431,579.3074594408594,579.400189747707,201899
2026-09-04T16:35:00+00:00,579.400189747707,579.4672819036152,579.0914698936427,579.1585620495508,300690
2026-09-04T16:40:00+00:00,579.1585620495508,579.2947124647559,578.816312434584,578.9524628497891,308225
2026-09-04T16:45:00+00:00,578.9524628497891,579.1694813301574,578.8717065098547,579.0887249902231,261197
2026-09-04T16:50:00+00:00,579.0887249902231,579.1945979936389,579.0288626865514,579.1347356899672,312671
2026-09-04T16:55:00+00:00,579.1347356899672,579.257774157155,578.8649780938,578.9880165609878,179701
2026-09-04T17:00:00+00:00,578.9880165609878,579.1630403395388,578.8746349069705,579.0496586855215,287699
2026-09-04T17:05:00+00:00,579.0496586855215,579.2108421683298,578.9739352677988,579.135118750607,185237
2026-09-04T17:10:00+00:00,579.135118750607,579.3370627000902,579.0820254880026,579.2839694374858,210765
